"classe","codigo","vm","gc","lc","roe","divbr_pl","ll","ll_cresc","p_vpa","pl","ret_anual"
"ON","AALR3",1652742.98203333,TRUE,1.1142584264,1.30096815815,47.4487116815,TRUE,FALSE,1.36742596506667,174.918919971,NA
"ON","SSBR3",1641329.14373333,TRUE,1.38064761286667,6.925687171,24.073367525,TRUE,FALSE,0.63731878601,13.4157207656667,2.01327473734738
"ON","ANIM3",1478981.75446667,TRUE,1.9723748647,10.12499976025,48.083307709,TRUE,FALSE,2.1555617011,32.8582139443333,NA
"ON","JSLG3",1446752.80746,TRUE,1.37550585609667,4.8554586132,890.675840795,FALSE,FALSE,2.32965747546667,-199.789937829767,-19.0087338947111
"ON","MOVI3",1419719.0469,TRUE,0.725641773206667,5.92101317175,148.581787205,TRUE,FALSE,1.02352541487,17.5355697025,NA
"ON","FESA3",1415399.2251,FALSE,3.92125009926667,17.0642159675,19.8814698915,TRUE,FALSE,1.01460799920333,9.25782444473333,NA
"ON","VLID3",1396159.35,TRUE,1.82704486243333,3.73673684055,90.0005243555,TRUE,FALSE,1.39212559393333,30.4175282003333,-5.25689925854866
"ON","JPSA3",1372514.48,FALSE,1.9722160542,6.9781866518,80.732110509,TRUE,TRUE,1.2119260161,21.3271939655,NA
"ON","LLIS3",1358880.46666667,TRUE,0.938910148786667,20.5639472595,49.9912671755,FALSE,FALSE,0.672534175463333,-3.44358511433333,-7.82325306785245
"ON","OFSA3",1337575.68876667,TRUE,1.9959229533,11.5760845817,80.8600402305,FALSE,FALSE,3.3328429371,-78.6512337283333,NA
"ON","VULC3",1303237.2,TRUE,2.38846092766667,22.446721192,6.7524643819,TRUE,TRUE,4.29974324013333,9.4349097775,15.8115175615589
"ON","EEEL3",1278520.10176667,FALSE,1.30355582363333,15.1900290105,20.5695770805,TRUE,FALSE,0.554629621913333,3.10407980516,NA
"ON","TEND3",1266166.4,TRUE,3.61143723883333,10.97642334235,27.72917193,TRUE,TRUE,1.07893494884,10.02483891745,NA
"ON","AMAR3",1208869.40666667,TRUE,1.75433301886667,-10.466362857,104.079540815,FALSE,FALSE,1.26695418386667,-15.1743522917667,-24.452739548287
"ON","CCPR3",1136442.26666667,TRUE,1.57259916413333,13.713099812,91.0160498295,FALSE,FALSE,0.96521069388,-14.8472976222667,-8.08893012310234
"ON","MEAL3",1113827.632,TRUE,1.5138301574,0.280576663085,16.6495868525,FALSE,TRUE,1.09517798296,306.601674397,NA
"ON","FRAS3",1031347.24,TRUE,2.5332907048,9.33948203885,27.3869766065,TRUE,FALSE,1.30559685803333,13.9857740556667,NA
